09-23-2026 15:34:55 RAM 3346/30697MB (lfb 433x4MB) SWAP 414/15348MB (cached 0MB) CPU [12%@2201,22%@2201,11%@2201,8%@2201,10%@2201,10%@2201,10%@2201,9%@2201,11%@2201,9%@2201,48%@2201,8%@2201] GR3D_FREQ 0% cpu@55.406C soc2@50.5C soc0@51.937C gpu@50.218C tj@55.406C soc1@52.125C VDD_GPU_SOC 4931mW/4931mW VDD_CPU_CV 4169mW/4169mW VIN_SYS_5V0 4923mW/4923mW
09-23-2026 15:56:13 RAM 13325/30697MB (lfb 79x4MB) SWAP 414/15348MB (cached 0MB) CPU [10%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.656C soc2@67.875C soc0@68.812C gpu@73.125C tj@73.125C soc1@67.468C VDD_GPU_SOC 40844mW/32814mW VDD_CPU_CV 1873mW/2258mW VIN_SYS_5V0 10952mW/10202mW
09-23-2026 15:56:14 RAM 13326/30697MB (lfb 79x4MB) SWAP 414/15348MB (cached 0MB) CPU [33%@2201,2%@2201,2%@2201,2%@2201,1%@2201,2%@2201,1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,2%@2201] GR3D_FREQ 98% cpu@71.625C soc2@67.687C soc0@68.687C gpu@71.875C tj@71.875C soc1@67.5C VDD_GPU_SOC 34908mW/32816mW VDD_CPU_CV 2252mW/2258mW VIN_SYS_5V0 10449mW/10203mW
09-23-2026 15:56:15 RAM 13326/30697MB (lfb 79x4MB) SWAP 414/15348MB (cached 0MB) CPU [13%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.812C soc2@67.843C soc0@68.875C gpu@73.375C tj@73.375C soc1@67.406C VDD_GPU_SOC 41201mW/32822mW VDD_CPU_CV 1872mW/2258mW VIN_SYS_5V0 11052mW/10203mW
09-23-2026 15:56:16 RAM 13163/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [3%@2201,2%@2201,52%@2201,3%@2201,2%@2201,2%@2201,2%@2201,2%@2201,1%@2201,1%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.812C soc2@67.406C soc0@68.343C gpu@71.25C tj@71.812C soc1@67.375C VDD_GPU_SOC 26730mW/32818mW VDD_CPU_CV 2634mW/2258mW VIN_SYS_5V0 9143mW/10202mW
09-23-2026 15:56:17 RAM 13163/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [8%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 98% cpu@71.687C soc2@67.875C soc0@68.75C gpu@73.031C tj@73.031C soc1@67.406C VDD_GPU_SOC 39362mW/32823mW VDD_CPU_CV 1873mW/2258mW VIN_SYS_5V0 10952mW/10203mW
09-23-2026 15:56:18 RAM 13178/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [48%@2201,2%@2201,2%@2201,2%@2201,1%@2201,1%@2201,3%@2201,2%@2201,2%@2201,1%@2201,1%@2201,2%@2201] GR3D_FREQ 98% cpu@71.593C soc2@67.25C soc0@68.156C gpu@70.906C tj@71.593C soc1@67.375C VDD_GPU_SOC 23738mW/32816mW VDD_CPU_CV 3013mW/2258mW VIN_SYS_5V0 8540mW/10202mW
09-23-2026 15:56:19 RAM 13179/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [10%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.75C soc2@67.843C soc0@68.906C gpu@72.937C tj@72.937C soc1@67.562C VDD_GPU_SOC 38612mW/32820mW VDD_CPU_CV 1874mW/2258mW VIN_SYS_5V0 10851mW/10202mW
09-23-2026 15:56:20 RAM 13209/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [46%@2201,4%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@71.781C soc2@67.093C soc0@68C gpu@67.531C tj@71.781C soc1@67.406C VDD_GPU_SOC 22994mW/32813mW VDD_CPU_CV 2637mW/2258mW VIN_SYS_5V0 8239mW/10201mW
09-23-2026 15:56:21 RAM 13215/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [21%@2201,3%@2201,2%@2201,3%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.937C soc2@67.656C soc0@68.656C gpu@72.437C tj@72.437C soc1@67.437C VDD_GPU_SOC 36394mW/32815mW VDD_CPU_CV 1876mW/2258mW VIN_SYS_5V0 10851mW/10201mW
09-23-2026 15:56:22 RAM 13211/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [27%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 26% cpu@71.875C soc2@67.437C soc0@68.25C gpu@69.156C tj@71.875C soc1@67.406C VDD_GPU_SOC 33796mW/32816mW VDD_CPU_CV 2253mW/2258mW VIN_SYS_5V0 10148mW/10201mW
09-23-2026 15:56:23 RAM 13211/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [41%@2201,3%@2201,3%@2201,4%@2201,3%@2201,2%@2201,2%@2201,2%@2201,3%@2201,2%@2201,3%@2201,4%@2201] GR3D_FREQ 98% cpu@71.531C soc2@67.656C soc0@68.593C gpu@72.187C tj@72.187C soc1@67.468C VDD_GPU_SOC 34547mW/32817mW VDD_CPU_CV 1876mW/2258mW VIN_SYS_5V0 10550mW/10201mW
09-23-2026 15:56:24 RAM 13212/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [11%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.656C soc2@68.031C soc0@68.906C gpu@73.375C tj@73.375C soc1@67.562C VDD_GPU_SOC 41950mW/32825mW VDD_CPU_CV 1872mW/2257mW VIN_SYS_5V0 10952mW/10202mW
09-23-2026 15:56:25 RAM 13142/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [75%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@71.562C soc2@66.875C soc0@67.906C gpu@67.218C tj@71.562C soc1@67.562C VDD_GPU_SOC 18117mW/32813mW VDD_CPU_CV 2642mW/2258mW VIN_SYS_5V0 7536mW/10200mW
09-23-2026 15:56:26 RAM 13119/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [4%@2201,2%@2201,2%@2201,13%@2201,2%@2201,2%@2201,2%@2201,3%@2201,1%@2201,2%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.875C soc2@67.625C soc0@68.5C gpu@72.437C tj@72.437C soc1@67.218C VDD_GPU_SOC 36769mW/32816mW VDD_CPU_CV 1875mW/2257mW VIN_SYS_5V0 10952mW/10200mW
09-23-2026 15:56:27 RAM 13117/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,31%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@71.906C soc2@67.093C soc0@68C gpu@68.031C tj@71.906C soc1@67.375C VDD_GPU_SOC 29716mW/32814mW VDD_CPU_CV 2256mW/2257mW VIN_SYS_5V0 9344mW/10200mW
09-23-2026 15:56:28 RAM 13210/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [4%@2201,3%@2201,3%@2201,34%@2201,3%@2201,2%@2201,2%@2201,2%@2201,3%@2201,2%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.968C soc2@67.656C soc0@68.562C gpu@71.906C tj@71.968C soc1@67.406C VDD_GPU_SOC 35659mW/32816mW VDD_CPU_CV 1876mW/2257mW VIN_SYS_5V0 10650mW/10200mW
09-23-2026 15:56:29 RAM 13210/30697MB (lfb 91x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,2%@2201,12%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 97% cpu@71.781C soc2@67.968C soc0@68.843C gpu@73.187C tj@73.187C soc1@67.468C VDD_GPU_SOC 41576mW/32823mW VDD_CPU_CV 1872mW/2257mW VIN_SYS_5V0 10952mW/10201mW
09-23-2026 15:56:30 RAM 13304/30697MB (lfb 74x4MB) SWAP 414/15348MB (cached 0MB) CPU [3%@2201,4%@2201,3%@2201,78%@2201,2%@2201,3%@2201,3%@2201,3%@2201,2%@2201,2%@2201,3%@2201,2%@2201] GR3D_FREQ 98% cpu@71.281C soc2@67.187C soc0@68.25C gpu@70.843C tj@71.281C soc1@67.468C VDD_GPU_SOC 22617mW/32815mW VDD_CPU_CV 2637mW/2257mW VIN_SYS_5V0 8440mW/10199mW
09-23-2026 15:56:31 RAM 13305/30697MB (lfb 74x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,11%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.468C soc2@67.625C soc0@68.75C gpu@72.593C tj@72.593C soc1@67.25C VDD_GPU_SOC 38987mW/32820mW VDD_CPU_CV 1874mW/2257mW VIN_SYS_5V0 10751mW/10200mW
09-23-2026 15:56:32 RAM 13222/30697MB (lfb 88x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,2%@2201,3%@2201,61%@2201,1%@2201,1%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201] GR3D_FREQ 0% cpu@72.312C soc2@66.5C soc0@67.406C gpu@66.718C tj@72.312C soc1@67.218C VDD_GPU_SOC 16243mW/32807mW VDD_CPU_CV 3398mW/2258mW VIN_SYS_5V0 7134mW/10197mW
09-23-2026 15:56:33 RAM 13210/30697MB (lfb 88x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,12%@2201,2%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 99% cpu@71.875C soc2@67.593C soc0@68.437C gpu@71.812C tj@71.875C soc1@67.312C VDD_GPU_SOC 36769mW/32810mW VDD_CPU_CV 1875mW/2257mW VIN_SYS_5V0 10952mW/10198mW
09-23-2026 15:56:34 RAM 13015/30697MB (lfb 88x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,30%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.593C soc2@67.343C soc0@68.25C gpu@71.093C tj@71.593C soc1@67.375C VDD_GPU_SOC 33059mW/32810mW VDD_CPU_CV 2253mW/2257mW VIN_SYS_5V0 10148mW/10198mW
09-23-2026 15:56:35 RAM 13087/30697MB (lfb 88x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,49%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@71.437C soc2@66.75C soc0@67.875C gpu@67.375C tj@71.531C soc1@67.406C VDD_GPU_SOC 23371mW/32803mW VDD_CPU_CV 2260mW/2257mW VIN_SYS_5V0 8239mW/10196mW
09-23-2026 15:56:36 RAM 13263/30697MB (lfb 77x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,2%@2201,3%@2201,76%@2201,2%@2201,3%@2201,3%@2201,3%@2201,2%@2201,2%@2201,2%@2201,3%@2201] GR3D_FREQ 99% cpu@71.031C soc2@67.093C soc0@68.187C gpu@70.718C tj@71.031C soc1@67.25C VDD_GPU_SOC 22994mW/32795mW VDD_CPU_CV 2637mW/2258mW VIN_SYS_5V0 8440mW/10195mW
09-23-2026 15:56:37 RAM 13264/30697MB (lfb 77x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,11%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.5C soc2@67.437C soc0@68.468C gpu@72.468C tj@72.468C soc1@67.093C VDD_GPU_SOC 38987mW/32800mW VDD_CPU_CV 1873mW/2257mW VIN_SYS_5V0 10751mW/10196mW
09-23-2026 15:56:38 RAM 13262/30697MB (lfb 77x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,4%@2201,3%@2201,59%@2201,3%@2201,3%@2201,3%@2201,3%@2201,2%@2201,4%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.531C soc2@66.718C soc0@67.625C gpu@69.687C tj@71.531C soc1@67.093C VDD_GPU_SOC 19995mW/32790mW VDD_CPU_CV 3016mW/2258mW VIN_SYS_5V0 7937mW/10194mW
09-23-2026 15:56:39 RAM 13262/30697MB (lfb 77x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,10%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.593C soc2@67.5C soc0@68.406C gpu@72.531C tj@72.531C soc1@67.093C VDD_GPU_SOC 38254mW/32794mW VDD_CPU_CV 1874mW/2258mW VIN_SYS_5V0 10851mW/10194mW
09-23-2026 15:56:40 RAM 13261/30697MB (lfb 77x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,44%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@71.281C soc2@66.593C soc0@67.625C gpu@67.218C tj@71.281C soc1@67.25C VDD_GPU_SOC 22994mW/32787mW VDD_CPU_CV 2260mW/2258mW VIN_SYS_5V0 8138mW/10193mW
09-23-2026 15:56:41 RAM 13294/30697MB (lfb 71x4MB) SWAP 414/15348MB (cached 0MB) CPU [3%@2201,2%@2201,3%@2201,40%@2201,2%@2201,2%@2201,2%@2201,2%@2201,4%@2201,2%@2201,3%@2201,2%@2201] GR3D_FREQ 98% cpu@71.25C soc2@67.312C soc0@68.343C gpu@71.781C tj@71.781C soc1@67.187C VDD_GPU_SOC 33421mW/32787mW VDD_CPU_CV 1877mW/2257mW VIN_SYS_5V0 10349mW/10193mW
09-23-2026 15:56:42 RAM 13295/30697MB (lfb 71x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,15%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.531C soc2@67.718C soc0@68.781C gpu@73.187C tj@73.187C soc1@67.281C VDD_GPU_SOC 41576mW/32794mW VDD_CPU_CV 1873mW/2257mW VIN_SYS_5V0 10768mW/10193mW
09-23-2026 15:56:43 RAM 13296/30697MB (lfb 71x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,2%@2201,2%@2201,34%@2201,2%@2201,1%@2201,2%@2201,2%@2201,2%@2201,1%@2201,2%@2201,1%@2201] GR3D_FREQ 99% cpu@71.406C soc2@67.343C soc0@68.593C gpu@71.937C tj@71.937C soc1@67.062C VDD_GPU_SOC 36394mW/32797mW VDD_CPU_CV 1876mW/2257mW VIN_SYS_5V0 10851mW/10194mW
09-23-2026 15:56:44 RAM 13297/30697MB (lfb 71x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,15%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.781C soc2@67.75C soc0@68.687C gpu@73.375C tj@73.218C soc1@67.218C VDD_GPU_SOC 42307mW/32804mW VDD_CPU_CV 1872mW/2257mW VIN_SYS_5V0 10952mW/10194mW
09-23-2026 15:56:45 RAM 13076/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,55%@2201,2%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@71.656C soc2@66.843C soc0@67.812C gpu@67.875C tj@71.656C soc1@67.218C VDD_GPU_SOC 27847mW/32800mW VDD_CPU_CV 2633mW/2257mW VIN_SYS_5V0 9344mW/10194mW
09-23-2026 15:56:46 RAM 13108/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,2%@2201,2%@2201,20%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,1%@2201,2%@2201,1%@2201] GR3D_FREQ 98% cpu@71.5C soc2@67.5C soc0@68.468C gpu@71.968C tj@71.968C soc1@67.25C VDD_GPU_SOC 37144mW/32804mW VDD_CPU_CV 1875mW/2257mW VIN_SYS_5V0 10952mW/10194mW
09-23-2026 15:56:47 RAM 13121/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [4%@2201,0%@2201,0%@2201,33%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@71.625C soc2@67C soc0@67.937C gpu@67.937C tj@71.625C soc1@67.375C VDD_GPU_SOC 29704mW/32801mW VDD_CPU_CV 2256mW/2257mW VIN_SYS_5V0 9244mW/10194mW
09-23-2026 15:56:48 RAM 13186/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,3%@2201,4%@2201,27%@2201,2%@2201,3%@2201,2%@2201,3%@2201,3%@2201,3%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.437C soc2@67.468C soc0@68.656C gpu@71.687C tj@71.687C soc1@67.468C VDD_GPU_SOC 36394mW/32804mW VDD_CPU_CV 1875mW/2256mW VIN_SYS_5V0 10851mW/10194mW
09-23-2026 15:56:49 RAM 13185/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,0%@2201,0%@2201,27%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,2%@2201,1%@2201,0%@2201] GR3D_FREQ 23% cpu@71.937C soc2@67.156C soc0@68.281C gpu@68.968C tj@71.937C soc1@67.281C VDD_GPU_SOC 34157mW/32805mW VDD_CPU_CV 2252mW/2256mW VIN_SYS_5V0 10048mW/10194mW
09-23-2026 15:56:50 RAM 13250/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [12%@2201,3%@2201,2%@2201,35%@2201,2%@2201,3%@2201,3%@2201,2%@2201,2%@2201,2%@2201,3%@2201,2%@2201] GR3D_FREQ 98% cpu@71.437C soc2@67.343C soc0@68.437C gpu@71.625C tj@71.625C soc1@67.25C VDD_GPU_SOC 33796mW/32806mW VDD_CPU_CV 1876mW/2256mW VIN_SYS_5V0 10349mW/10194mW
09-23-2026 15:56:51 RAM 13251/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [15%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.875C soc2@67.718C soc0@68.656C gpu@73.031C tj@73.031C soc1@67.25C VDD_GPU_SOC 41576mW/32812mW VDD_CPU_CV 1873mW/2256mW VIN_SYS_5V0 10768mW/10194mW
09-23-2026 15:56:52 RAM 13170/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [40%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,3%@2201,2%@2201,3%@2201,2%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.375C soc2@67.468C soc0@68.468C gpu@72.062C tj@72.062C soc1@67.281C VDD_GPU_SOC 34908mW/32814mW VDD_CPU_CV 1876mW/2255mW VIN_SYS_5V0 10550mW/10195mW
09-23-2026 15:56:53 RAM 13171/30697MB (lfb 80x4MB) SWAP 414/15348MB (cached 0MB) CPU [14%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.593C soc2@67.875C soc0@68.718C gpu@73.218C tj@73.218C soc1@67.406C VDD_GPU_SOC 41950mW/32821mW VDD_CPU_CV 1872mW/2255mW VIN_SYS_5V0 10869mW/10195mW
09-23-2026 15:56:54 RAM 13296/30697MB (lfb 69x4MB) SWAP 414/15348MB (cached 0MB) CPU [58%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,3%@2201,3%@2201,3%@2201] GR3D_FREQ 98% cpu@71.281C soc2@67.25C soc0@68.375C gpu@71.781C tj@71.781C soc1@67.375C VDD_GPU_SOC 29704mW/32819mW VDD_CPU_CV 2256mW/2255mW VIN_SYS_5V0 9646mW/10195mW
09-23-2026 15:56:55 RAM 13297/30697MB (lfb 69x4MB) SWAP 414/15348MB (cached 0MB) CPU [13%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@71.593C soc2@67.781C soc0@68.593C gpu@72.812C tj@72.812C soc1@67.25C VDD_GPU_SOC 40844mW/32825mW VDD_CPU_CV 1873mW/2255mW VIN_SYS_5V0 10768mW/10195mW
09-23-2026 15:56:56 RAM 13181/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [50%@2201,3%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.5C soc2@67.343C soc0@68.187C gpu@71.906C tj@71.906C soc1@67.218C VDD_GPU_SOC 28588mW/32822mW VDD_CPU_CV 2633mW/2255mW VIN_SYS_5V0 9344mW/10195mW
09-23-2026 15:56:57 RAM 13182/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [11%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@71.468C soc2@67.593C soc0@68.625C gpu@72.906C tj@72.906C soc1@67.187C VDD_GPU_SOC 40095mW/32827mW VDD_CPU_CV 1873mW/2255mW VIN_SYS_5V0 10952mW/10195mW
09-23-2026 15:56:58 RAM 13117/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [31%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,3%@2201,1%@2201] GR3D_FREQ 98% cpu@71.937C soc2@67.656C soc0@68.562C gpu@72.531C tj@72.531C soc1@67.343C VDD_GPU_SOC 36394mW/32830mW VDD_CPU_CV 1876mW/2255mW VIN_SYS_5V0 10751mW/10196mW
09-23-2026 15:56:59 RAM 13243/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [4%@2201,2%@2201,1%@2201,54%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@71.437C soc2@66.687C soc0@67.625C gpu@67C tj@71.968C soc1@67.218C VDD_GPU_SOC 18494mW/32819mW VDD_CPU_CV 2640mW/2255mW VIN_SYS_5V0 8038mW/10194mW
09-23-2026 15:57:00 RAM 13187/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [14%@2201,9%@2201,3%@2201,8%@2201,6%@2201,5%@2201,6%@2201,2%@2201,4%@2201,2%@2201,1%@2201,1%@2201] GR3D_FREQ 99% cpu@71.437C soc2@67.468C soc0@68.437C gpu@72.125C tj@72.125C soc1@67.218C VDD_GPU_SOC 36769mW/32822mW VDD_CPU_CV 1875mW/2255mW VIN_SYS_5V0 10952mW/10195mW
09-23-2026 15:57:01 RAM 13043/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [30%@2201,2%@2201,2%@2201,1%@2201,2%@2201,1%@2201,3%@2201,1%@2201,1%@2201,5%@2201,2%@2201,1%@2201] GR3D_FREQ 24% cpu@72.25C soc2@67.062C soc0@67.937C gpu@69.156C tj@71.937C soc1@67.156C VDD_GPU_SOC 29704mW/32820mW VDD_CPU_CV 2632mW/2255mW VIN_SYS_5V0 9445mW/10194mW
09-23-2026 15:57:02 RAM 13044/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,11%@2201,1%@2201,0%@2201] GR3D_FREQ 99% cpu@71.531C soc2@67.718C soc0@68.656C gpu@73.062C tj@73.062C soc1@67.343C VDD_GPU_SOC 39379mW/32825mW VDD_CPU_CV 1873mW/2255mW VIN_SYS_5V0 11052mW/10195mW
09-23-2026 15:57:03 RAM 13059/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,30%@2201,0%@2201,1%@2201] GR3D_FREQ 97% cpu@71.718C soc2@67.625C soc0@68.5C gpu@71.812C tj@71.812C soc1@67.562C VDD_GPU_SOC 34547mW/32826mW VDD_CPU_CV 2252mW/2255mW VIN_SYS_5V0 10248mW/10195mW
09-23-2026 15:57:04 RAM 13048/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,3%@2201,2%@2201,2%@2201,2%@2201,2%@2201,1%@2201,2%@2201,2%@2201,42%@2201,3%@2201,1%@2201] GR3D_FREQ 98% cpu@71.75C soc2@67.406C soc0@68.5C gpu@71.781C tj@71.781C soc1@67.25C VDD_GPU_SOC 31194mW/32825mW VDD_CPU_CV 2254mW/2254mW VIN_SYS_5V0 10048mW/10195mW
09-23-2026 15:57:05 RAM 13049/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,13%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.781C soc2@67.75C soc0@68.75C gpu@73.437C tj@73.437C soc1@67.375C VDD_GPU_SOC 40469mW/32830mW VDD_CPU_CV 1873mW/2254mW VIN_SYS_5V0 11052mW/10195mW
09-23-2026 15:57:06 RAM 13078/30697MB (lfb 76x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,2%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,2%@2201,34%@2201,2%@2201,2%@2201] GR3D_FREQ 98% cpu@71.781C soc2@67.562C soc0@68.468C gpu@71.937C tj@71.937C soc1@67.343C VDD_GPU_SOC 32684mW/32830mW VDD_CPU_CV 2254mW/2254mW VIN_SYS_5V0 10148mW/10195mW
